ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
515810.SH,中证800ETF易方达,易方达基金,中国建设银行,股票型,20191008,,20191025,20190916,,8.8791,0.15,0.05,,1.0,0.1,,中证800指数收益率,L,被动指数型,契约型开放式,,20191025,20191025,E
515580.SH,科技100ETF,华泰柏瑞基金,中信证券,股票型,20190927,,20191028,20190909,,21.2002,0.5,0.1,,1.0,0.1,,中证科技100指数收益率,L,被动指数型,契约型开放式,,20191028,20191028,E
167302.SZ,大湾区LOF,方正富邦基金,中国建设银行,股票型,20190926,,20200106,20190826,,3.0374,0.75,0.15,,1.0,0.0001,,恒生沪深港通大湾区综合指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20191105,20191105,E
515860.SH,科技ETF嘉实,嘉实基金,中国银行,股票型,20190926,,20191022,20190902,,12.6088,0.5,0.1,,1.0,0.1,,中证新兴科技100策略指数收益率,L,被动指数型,契约型开放式,,20191022,20191022,E
515520.SH,MSCI价值100ETF(退市),大成基金,中国农业银行,股票型,20190926,20230508,20191118,20190819,20230613,7.8187,0.5,0.1,,1.0,0.1,,MSCI中国A股质优价值100指数,D,被动指数型,契约型开放式,,20191118,20191118,E
159985.SZ,豆粕ETF,华夏基金,中国建设银行,商品型,20190924,,20191205,20190906,,2.6592,0.5,0.1,,1.0,0.1,,大连商品交易所豆粕期货价格指数收益率,L,豆粕期货型,契约型开放式,,20191205,20191205,E
515360.SH,方正沪深300ETF,方正富邦基金,中国建设银行,股票型,20190924,,20191101,20190801,,2.1587,0.15,0.05,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20191101,20191101,E
512970.SH,大湾区ETF,平安基金,中国工商银行,股票型,20190923,,20191111,20190617,,60.0999,0.15,0.05,,1.0,0.1,,中证粤港澳大湾区发展主题指数收益率,L,被动指数型,契约型开放式,,20191111,20191111,E
515680.SH,央企创新ETF嘉实,嘉实基金,中国银行,股票型,20190920,,20191218,20190812,,132.5026,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
159974.SZ,央企创新ETF富国,富国基金,中国建设银行,股票型,20190920,,20191218,20190812,,20.2643,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
515600.SH,央企创新ETF,广发基金,中国工商银行,股票型,20190920,,20191218,20190812,,86.758,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
161118.SZ,中小企业100LOF,易方达基金,中国建设银行,股票型,20190920,,20191009,20190920,,6.1451,1.0,0.2,,1.0,,,中小企业100指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190923,20190923,E
515900.SH,央企创新驱动ETF,博时基金,招商银行,股票型,20190920,,20191218,20190812,,167.3465,0.15,0.05,,1.0,0.1,,中证央企创新驱动指数收益率,L,被动指数型,契约型开放式,,20191218,20191218,E
515010.SH,证券ETF华夏,华夏基金,中国银行,股票型,20190917,,20191107,20190819,,6.2477,0.15,0.05,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20191107,20191107,E
515050.SH,通信ETF华夏,华夏基金,中国银行,股票型,20190917,,20191016,20190830,,41.5257,0.5,0.1,,1.0,0.1,,中证5G通信主题指数收益率,L,被动指数型,契约型开放式,,20191016,20191016,E
159977.SZ,创业板ETF天弘,天弘基金,国泰海通,股票型,20190912,,20190927,20190826,,6.4086,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190927,20190927,E
510100.SH,上证50ETF易方达,易方达基金,招商银行,股票型,20190906,,20191009,20190610,,7.0423,0.15,0.05,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20191009,20191009,E
501087.SH,交银瑞丰LOF,交银施罗德基金,招商银行,混合型,20190904,,20200309,20190826,,29.6486,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220905,20220905,E
501088.SH,嘉实瑞虹,嘉实基金,中国银行,混合型,20190904,,20200309,20190805,,24.6132,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220905,20220905,E
512530.SH,沪深300红利ETF,建信基金,中信证券,股票型,20190823,,20190923,20190729,,12.635,0.5,0.1,,1.0,0.1,,沪深300红利指数,L,被动指数型,契约型开放式,,20190923,20190923,E
159972.SZ,5年地债ETF,鹏华基金,招商银行,债券型,20190823,,20191108,20190708,,44.7159,0.15,0.05,,1.0,0.1,,中证5年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20191108,20191108,E
501086.SH,ESG基金LOF(退市),华宝基金,中国工商银行,股票型,20190821,20231011,20190912,20190719,20231218,3.1686,0.5,0.1,,1.0,0.0001,,MSCI中国A股国际通ESG通用指数*95%+人民币银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190912,20190912,E
515880.SH,通信ETF,国泰基金,中国工商银行,股票型,20190816,,20190906,20190722,,4.7646,0.5,0.1,,1.0,0.1,,中证全指通信设备指数收益率,L,被动指数型,契约型开放式,,20190906,20190906,E
515300.SH,300红利低波ETF,嘉实基金,中国工商银行,股票型,20190808,,20190919,20190701,,7.6668,0.5,0.1,,1.0,0.1,,沪深300红利低波动指数收益率,L,被动指数型,契约型开放式,,20190919,20190919,E
512190.SH,浙商之江凤凰ETF,浙商资管,中国银行,股票型,20190805,,20190909,20190626,,3.2432,0.5,0.1,,1.0,0.1,,中证浙江凤凰行动50指数收益率,L,被动指数型,契约型开放式,,20190909,20190909,E
159968.SZ,中证500ETF博时,博时基金,招商银行,股票型,20190801,,20191031,20190701,,27.6219,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20191031,20191031,E
512650.SH,长三角ETF汇添富,汇添富基金,浦发银行,股票型,20190726,,20191025,20190520,,64.2894,0.15,0.05,,1.0,0.1,,中证长三角一体化发展主题指数收益率,L,被动指数型,契约型开放式,,20191025,20191025,E
512790.SH,民企成长ETF(退市),华安基金,海通证券,股票型,20190726,20200615,20190906,20190506,20200731,2.6548,0.5,0.1,,1.0,0.1,,中证民企成长指数收益率,D,被动指数型,契约型开放式,,20190906,20190906,E
512710.SH,军工龙头ETF,富国基金,中国建设银行,股票型,20190723,,20190826,20190524,,72.0233,0.5,0.1,,1.0,0.1,,中证军工龙头指数收益率,L,被动指数型,契约型开放式,,20190826,20190826,E
515000.SH,科技ETF,华宝基金,中国工商银行,股票型,20190722,,20190816,20190704,,10.3729,0.5,0.1,,1.0,0.1,,中证科技龙头指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
161729.SZ,招商瑞利LOF,招商基金,中国建设银行,混合型,20190718,,20200115,20190603,,2.8437,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,20220718,20220718,E
501079.SH,科创大成LOF,大成基金,中国建设银行,混合型,20190718,,20200120,20190624,,8.6322,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,L,混合型,契约型开放式,,20220718,20220718,E
159973.SZ,民企ETF,弘毅远方基金,广发证券,股票型,20190716,,20190809,20190617,,3.8498,0.3,0.2,,1.0,0.1,,国证民企领先100指数收益率,L,被动指数型,契约型开放式,,20190809,20190809,E
512930.SH,AI人工智能ETF,平安基金,交通银行,股票型,20190712,,20190823,20190513,,2.0113,0.15,0.05,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20190823,20190823,E
512720.SH,计算机ETF,国泰基金,中国农业银行,股票型,20190711,,20190816,20190603,,6.1845,0.5,0.1,,1.0,0.1,,中证计算机主题指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
501080.SH,科创主题投资基金LOF,中金基金,中国银行,混合型,20190711,,20191225,20190624,,9.913,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*65%+中债-综合全价(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20220711,20220711,E
501085.SH,财通科创LOF,财通基金,中国工商银行,混合型,20190711,,20200207,20190624,,7.756,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*75%+上证国债指数收益率*25%,L,灵活配置型,契约型开放式,,20220711,20220711,E
512670.SH,国防ETF,鹏华基金,中国建设银行,股票型,20190705,,20190801,20190610,,9.3183,0.3,0.1,,1.0,0.1,,中证国防指数收益率,L,被动指数型,契约型开放式,,20190801,20190801,E
501083.SH,科创银华LOF,银华基金,招商银行,混合型,20190705,,20200107,20190624,,9.8974,1.2,0.2,,1.0,0.0001,,中债综合财富指数收益率*50%+中国战略新兴产业成份指数收益率*40%+恒生指数收益率(使用估值汇率调整)*10%,L,灵活配置型,契约型开放式,,20220706,20220706,E
159969.SZ,深100ETF银华,银华基金,国泰海通,股票型,20190628,,20190828,20190506,,6.939,0.2,0.1,,1.0,0.1,,深证100指数,L,被动指数型,契约型开放式,,20190828,20190828,E
501081.SH,科创中欧LOF,中欧基金,招商银行,混合型,20190628,,20190906,20190624,,9.8879,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220628,20220628,E
501082.SH,科创投资LOF,博时基金,中国工商银行,混合型,20190627,,20191226,20190624,,9.9679,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)*20%,L,灵活配置型,契约型开放式,,20220627,20220627,E
169301.SZ,财通500(退市),财通证券资管,中国银行,股票型,20190627,20200515,20190731,20190528,20200518,0.4889,1.0,0.15,,1.0,0.1,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,增强指数型,契约型开放式,,20190805,20190805,E
160645.SZ,鹏华精选回报定开(退市),鹏华基金,中国建设银行,混合型,20190625,20250819,20191128,20190430,20250827,2.3745,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率调整后)*20%+中证综合债指数收益率*20%,D,混合型,契约型开放式,,20220627,20220627,E
159967.SZ,创业板成长ETF,华夏基金,中国农业银行,股票型,20190621,,20190715,20190506,,3.9134,0.5,0.1,,1.0,0.1,,创业板动量成长指数收益率,L,被动指数型,契约型开放式,,20190715,20190715,E
159966.SZ,创业板价值ETF,华夏基金,中国农业银行,股票型,20190614,,20190715,20190506,,3.5455,0.5,0.1,,1.0,0.1,,创业板低波价值指数收益率,L,被动指数型,契约型开放式,,20190715,20190715,E
501075.SH,科创主题LOF,万家基金,中国建设银行,混合型,20190612,,20190912,20190605,,9.664,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20220613,20220613,E
513520.SH,日经ETF,华夏基金,中国建设银行,股票型,20190612,,20190625,20190528,,4.3049,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
513800.SH,日本东证指数ETF南方,南方基金,中国工商银行,股票型,20190612,,20190625,20190528,,3.0843,0.2,0.05,,1.0,0.1,,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",L,被动指数型,契约型开放式,,20190625,20190625,E
513880.SH,日经225ETF,华安基金,中国银行,股票型,20190612,,20190625,20190528,,2.7497,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
513000.SH,日经225ETF易方达,易方达基金,中国工商银行,股票型,20190612,,20190625,20190528,,5.0841,0.2,0.05,,1.0,0.1,,日经225指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20190625,20190625,E
159971.SZ,创业板ETF富国,富国基金,中国建设银行,股票型,20190611,,20190702,20190509,,5.3801,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190702,20190702,E
501073.SH,华安智联LOF,华安基金,中国建设银行,混合型,20190611,,20191220,20190605,,9.8857,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20220614,20220614,E
501078.SH,科创配置LOF,广发基金,中国农业银行,混合型,20190611,,20191118,20190605,,9.8898,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,L,灵活配置型,契约型开放式,,20220613,20220613,E
501077.SH,富国创新企业LOF,富国基金,招商银行,混合型,20190611,,20191028,20190605,,9.8853,1.2,0.2,,1.0,0.0001,,中证TMT产业主题指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20220613,20220613,E
501076.SH,鹏华创新动力LOF,鹏华基金,中国工商银行,混合型,20190610,,20191209,20190605,,9.8894,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*30%+沪深300指数收益率*30%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,20220610,20220610,E
501072.SH,标普红利增强LOF(退市),国金基金,招商证券,股票型,20190605,20211207,20190702,20190408,20220225,2.0436,1.2,0.2,,1.0,0.01,,标普中国A股低波红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,D,增强指数型,契约型开放式,,20190624,20190624,E
160526.SZ,博时优势企业,博时基金,招商银行,混合型,20190603,,20191202,20190507,,10.8525,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,20220606,20220606,E
512910.SH,中证A100ETF,广发基金,中国工商银行,股票型,20190527,,20190701,20190408,,4.1463,0.5,0.1,,1.0,0.1,,中证A100指数收益率,L,被动指数型,契约型开放式,,20190701,20190701,E
512750.SH,基本面50ETF,嘉实基金,中国工商银行,股票型,20190523,,20190705,20190408,,43.5935,0.5,0.1,,1.0,0.1,,中证锐联基本面50指数收益率,L,被动指数型,契约型开放式,,20190705,20190705,E
510350.SH,沪深300ETF工银,工银瑞信基金,中国农业银行,股票型,20190520,,20190816,20190211,,68.6369,0.15,0.05,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
512170.SH,医疗ETF,华宝基金,中国银行,股票型,20190520,,20190617,20190422,,2.4944,0.5,0.1,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20190617,20190617,E
512760.SH,芯片ETF,国泰基金,中国银行,股票型,20190516,,20190612,20190422,,2.7766,0.5,0.1,,1.0,0.1,,中华交易服务半导体芯片行业指数收益率,L,被动指数型,契约型开放式,,20190612,20190612,E
161029.SZ,银行龙头LOF,富国基金,中国农业银行,股票型,20190510,,20190617,20190510,,,1.0,0.2,,1.0,,,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190513,20190513,E
512480.SH,半导体ETF,国联安基金,国泰海通,股票型,20190508,,20190612,20190422,,3.125,0.5,0.1,,1.0,0.1,,中证全指半导体产品与设备指数收益率,L,被动指数型,契约型开放式,,20190612,20190612,E
166025.SZ,中欧远见定开,中欧基金,中国工商银行,混合型,20190424,,20190527,20190415,,31.6489,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20210428,20210426,E
510890.SH,红利低波ETF(退市),兴业基金,中国工商银行,股票型,20190422,20210630,20190624,20190115,20210907,15.9756,0.5,0.1,,1.0,0.1,,上证红利低波动指数收益率,D,被动指数型,契约型开放式,,20190624,20190624,E
512290.SH,生物医药ETF,国泰基金,中国银行,股票型,20190418,,20190520,20190325,,4.6082,0.5,0.1,,1.0,0.1,,中证生物医药指数收益率,L,被动指数型,契约型开放式,,20190520,20190520,E
512690.SH,酒ETF,鹏华基金,中国建设银行,股票型,20190404,,20190506,20190311,,3.5613,0.5,0.1,,1.0,0.1,,中证酒指数收益率,L,被动指数型,契约型开放式,,20190506,20190506,E
501071.SH,泓德丰泽LOF,泓德基金,招商银行,混合型,20190328,,20190919,20190225,,13.2846,1.2,0.2,,1.0,0.0001,,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,L,灵活配置型,契约型开放式,,20220329,20220329,E
161912.SZ,社会责任定开,万家基金,中国农业银行,混合型,20190321,,20190614,20190218,,5.3507,1.2,0.2,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20200922,20200922,E
160925.SZ,沪深港300LOF,大成基金,中国农业银行,股票型,20190320,,20190329,20190218,,19.6833,0.5,0.1,,1.0,0.0001,,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190329,20190329,E
512380.SH,MSCI中国ETF,银华基金,中国工商银行,股票型,20190319,,20190430,20190102,,20.5881,0.5,0.1,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20190430,20190617,E
159965.SZ,央视50ETF,国联基金,中国银行,股票型,20190319,,20190424,20181212,,6.6743,0.5,0.1,,1.0,0.1,,央视财经50指数收益率,L,被动指数型,契约型开放式,,20190424,20190424,E
159964.SZ,创业板ETF平安,平安基金,中国银行,股票型,20190315,,20190419,20190218,,2.4548,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190419,20190419,E
159963.SZ,恒生中国(退市),富国基金,中国工商银行,股票型,20190307,20210517,20190326,20181130,20210525,5.2895,0.5,0.1,,1.0,0.1,,经估值汇率调整的恒生中国企业指数收益率,D,被动指数型,契约型开放式,,20190326,20190326,E
512270.SH,沪深300低波ETF(退市),华安基金,中国建设银行,股票型,20190307,20210809,20190329,20181206,20210923,3.7558,0.5,0.1,,1.0,0.1,,沪深300行业中性低波动指数收益率,D,被动指数型,契约型开放式,,20190329,20190329,E
159962.SZ,四川ETF(退市),华夏基金,中国建设银行,股票型,20190306,20221102,20190418,20181126,20221109,37.4339,0.5,0.05,,1.0,0.1,,中证四川国企改革指数收益率,D,被动指数型,契约型开放式,,20190418,20190418,E
5010631.SH,添富悦享(退市),汇添富基金,中国建设银行,混合型,20190131,20231120,20190701,20181219,20231127,9.615,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,D,混合型,契约型开放式,,20210201,20210201,E
501070.SH,广发睿阳,广发基金,中国工商银行,混合型,20190131,,20190731,20181228,,6.7267,1.2,0.2,,1.0,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,混合型,契约型开放式,,20220207,20220207,E
512590.SH,高股息ETF(退市),浦银安盛基金,交通银行,股票型,20190129,20230131,20190308,20190110,20230428,3.495,0.5,0.1,,1.0,0.1,,中证高股息精选指数收益率,D,被动指数型,契约型开放式,,20190308,20190308,E
501069.SH,质量基金LOF(退市),华宝基金,中国银行,股票型,20190124,20230328,20190305,20181126,20230616,2.7964,0.75,0.1,,1.0,0.0001,,标普中国A股质量价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190305,20190305,E
501311.SH,港股通新经济LOF,嘉实基金,中国银行,股票型,20190114,,20190214,20181128,,2.8,0.75,0.15,,1.0,0.0001,,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190214,20190214,E
501064.SH,国泰价值LOF,国泰基金,招商银行,混合型,20190110,,20190516,20181210,,2.6875,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20220110,20220110,E
511030.SH,公司债ETF,平安基金,平安银行,债券型,20181227,,20190322,20181210,,51.0407,0.15,0.05,,100.0,0.1,,中债-中高等级公司债利差因子指数收益率,L,被动指数型,契约型开放式,,20190322,20190322,E
512150.SH,A50ETF,汇安基金,中国工商银行,股票型,20181221,,20190121,20181119,,2.1907,0.5,0.1,,1.0,0.1,,富时中国A50指数收益率,L,被动指数型,契约型开放式,,20190121,20190121,E
511020.SH,国债ETF5至10年,平安基金,平安银行,债券型,20181221,,20190222,20181203,,11.3517,0.15,0.05,,100.0,0.1,,中证5-10年期国债活跃券指数收益率*100%,L,被动指数型,契约型开放式,,20190222,20190222,E
512890.SH,红利低波ETF,华泰柏瑞基金,中国建设银行,股票型,20181219,,20190118,20181121,,6.8356,0.5,0.1,,1.0,0.1,,中证红利低波动指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
512870.SH,杭州湾区ETF,南华基金,中国银行,股票型,20181214,,20190222,20181102,,5.0341,0.5,0.1,,1.0,0.1,,中证杭州湾区指数收益率,L,被动指数型,契约型开放式,,20190222,20190222,E
513680.SH,恒生国企ETF(退市),建信基金,兴业银行,股票型,20181213,20230201,20190121,20181119,20230327,2.3575,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(经汇率调整),D,被动指数型,契约型开放式,,20190121,20190121,E
510850.SH,上证50ETF工银,工银瑞信基金,招商银行,股票型,20181207,,20190306,20181105,,113.5034,0.5,0.1,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20190306,20190306,E
501065.SH,经典成长,汇添富基金,中国工商银行,混合型,20181205,,20190508,20180906,,7.7043,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20211206,20211206,E
501067.SH,富时AH50LOF(退市),招商基金,中国银行,股票型,20181203,20230215,20190104,20181101,20230324,0.6877,0.8,0.15,,1.0,0.001,,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190104,20190104,E
501068.SH,AH50LOF(退市),招商基金,中国银行,股票型,20181203,20230215,20190104,20181101,20230324,2.9448,0.8,0.15,,1.0,0.001,,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190104,20190104,E
510550.SH,方正中证500ETF,方正富邦基金,中国建设银行,股票型,20181130,,20190116,20181108,,2.1174,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20190116,20190116,E
512260.SH,中证500低波动ETF,华安基金,中国建设银行,股票型,20181130,,20190111,20181018,,3.525,0.5,0.1,,1.0,0.1,,中证500行业中性低波动指数收益率,L,被动指数型,契约型开放式,,20190111,20190111,E
512920.SH,MSCIETF新华(退市),新华基金,中国农业银行,股票型,20181107,20221206,20181207,20180926,20230208,2.8009,0.5,0.1,,1.0,0.1,,MSCI中国A股国际指数收益率,D,被动指数型,契约型开放式,,20181207,20181207,E
512040.SH,价值100ETF,富国基金,中国建设银行,股票型,20181107,,20181129,20181010,,9.5186,0.6,0.1,,1.0,0.1,,中证国信价值指数收益率,L,被动指数型,契约型开放式,,20181129,20181129,E
501309.SH,港股通LOF(退市),国泰基金,招商银行,股票型,20181106,20230524,20181210,20180822,20230822,2.2606,0.75,0.2,,1.0,0.001,,经人民币汇率调整的恒生港股通指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20181210,20181210,E
159961.SZ,深100ETF方正富邦,方正富邦基金,中国建设银行,股票型,20181102,,20181219,20181015,,2.2125,0.5,0.1,,1.0,0.1,,深证100价格指数收益率,L,被动指数型,契约型开放式,,20181219,20181219,E
501066.SH,东方红恒元(退市),东方红资产管理,中国建设银行,混合型,20181102,,20190426,20181023,20250210,13.378,1.2,0.2,,1.0,0.1,,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中国债券总指数收益率*20%,D,混合型,契约型开放式,,20231102,20231102,E
161132.SZ,易方达科顺定开,易方达基金,中国工商银行,混合型,20181026,,20190128,20180907,,2.9167,1.2,0.2,,1.0,0.0001,,中证800指数收益率*40%+中债总指数收益率*40%+中证港股通综合指数收益率*20%,L,灵活配置型,契约型开放式,,20241125,20211026,E
501310.SH,价值基金LOF,华宝基金,中国建设银行,股票型,20181025,,20181122,20180827,,2.4676,0.75,0.15,,1.0,0.0001,,标普沪港深中国增强价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181122,20181122,E
512820.SH,银行ETF龙头,汇添富基金,招商银行,股票型,20181023,,20181123,20180717,,9.016,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20181123,20181123,E
159959.SZ,央企ETF,银华基金,中国工商银行,股票型,20181022,,20190118,20180827,,72.2889,0.15,0.05,,1.0,0.1,,中证央企结构调整指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
512960.SH,央企结构调整ETF,博时基金,招商银行,股票型,20181019,,20190118,20180827,,252.2226,0.15,0.05,,1.0,0.1,,中证央企结构调整指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
512950.SH,央企改革ETF华夏,华夏基金,中国农业银行,股票型,20181019,,20190118,20180827,,158.8755,0.15,0.05,,1.0,0.1,,中证央企结构调整指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
511270.SH,10年地方债ETF,海富通基金,中国银行,债券型,20181012,,20181122,20180628,,60.4575,0.15,0.05,,100.0,0.1,,上证10年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20181122,20181122,E
512860.SH,MSCI中国ETF(退市),华安基金,中国农业银行,股票型,20180927,20210309,20181026,20180801,20210430,3.2163,0.5,0.1,,1.0,0.1,,MSCI中国A股国际指数收益率(经汇率调整),D,被动指数型,契约型开放式,,20181026,20181026,E
512850.SH,北京50ETF(退市),中信建投基金,招商银行,股票型,20180927,20201210,20181109,20180702,20210219,2.7953,0.6,0.1,,1.0,0.1,,中证北京50指数收益率,D,被动指数型,契约型开放式,,20181109,20181109,E
159960.SZ,恒生中国企业ETF,平安基金,中国银行,股票型,20180921,,20181022,20180907,,5.1057,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20181022,20181022,E
501062.SH,南方瑞合LOF,南方基金,中国建设银行,混合型,20180906,,20181205,20180806,,14.3326,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20210906,20210906,E
510600.SH,申万上证50ETF,申万菱信基金,中国工商银行,股票型,20180903,,20180920,20180625,,3.7578,0.5,0.1,,1.0,0.1,,上证50指数,L,被动指数型,契约型开放式,,20180920,20180920,E
501060.SH,金选300A类LOF,中金基金,中国建设银行,股票型,20180830,,20180925,20180723,,1.9689,0.5,0.15,,1.0,0.001,,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180925,20180925,E
501061.SH,金选300C类LOF,中金基金,中国建设银行,股票型,20180830,,20180925,20180723,,0.7771,0.5,0.15,,1.0,0.001,,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180925,20180925,E
160726.SZ,嘉实瑞享定开,嘉实基金,中国银行,混合型,20180803,,20190412,20180709,,13.0916,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,L,灵活配置型,契约型开放式,,20200803,20200803,E
